epoch,head,true,pred,correct,covered,set_size,top_score,true_score,qhat,conformal_score,calibration_source,selected_overall,selected_nonlinear
0,linear_logreg,2,5,False,True,3,0.5203061914306556,0.17125073601496207,0.8209944589031248,rank,holdout,True,False
0,linear_logreg,3,9,False,True,5,0.2580444991488715,0.14850385833895804,0.8209944589031248,rank,holdout,True,False
0,linear_logreg,2,3,False,True,2,0.5532927705035076,0.39268940962332705,0.8209944589031248,rank,holdout,True,False
0,rbf_svm,0,0,True,True,3,0.6433012605595669,0.6433012605595669,0.953044066475446,rank,holdout,False,False
0,linear_svm,1,1,True,True,1,0.6722273958544525,0.6722273958544525,0.4966092351680143,rank,holdout,False,False
0,linear_logreg,9,9,True,True,4,0.4152316668988281,0.4152316668988281,0.8209944589031248,rank,holdout,True,False
0,linear_svm,4,9,False,False,3,0.18534762745848196,0.08394123235201313,0.4966092351680143,rank,holdout,False,False
0,rbf_svm,5,5,True,True,3,0.6364010038961779,0.6364010038961779,0.953044066475446,rank,holdout,False,False
0,linear_logreg,4,4,True,True,4,0.32987912927907814,0.32987912927907814,0.8209944589031248,rank,holdout,True,False
0,knn_distance,4,8,False,True,6,0.34222837164583575,0.20283516054682962,0.9387749803844087,rank,holdout,False,False
0,linear_logreg,5,3,False,True,4,0.32358187791292525,0.2844124645280798,0.8209944589031248,rank,holdout,True,False
0,small_mlp,3,3,True,True,1,0.866745327695587,0.866745327695587,0.8592823542512131,rank,holdout,False,True
0,rbf_svm,7,7,True,True,3,0.6393297257767355,0.6393297257767355,0.953044066475446,rank,holdout,False,False
0,linear_logreg,8,0,False,True,2,0.7296702955828624,0.10653571565133076,0.8209944589031248,rank,holdout,True,False
0,small_mlp,1,1,True,True,1,0.9982816709190719,0.9982816709190719,0.8592823542512131,rank,holdout,False,True
0,linear_logreg,4,9,False,False,3,0.48672833598721926,0.0964686227156101,0.8209944589031248,rank,holdout,True,False
0,linear_logreg,6,6,True,True,1,0.8724384432965393,0.8724384432965393,0.8209944589031248,rank,holdout,True,False
0,random_forest,8,0,False,True,6,0.22333333333333333,0.19,0.7966666666666667,rank,holdout,False,False
0,linear_logreg,6,6,True,True,2,0.7053801271743158,0.7053801271743158,0.8209944589031248,rank,holdout,True,False
0,knn_distance,7,7,True,True,7,0.3459882077181309,0.3459882077181309,0.9387749803844087,rank,holdout,False,False
0,knn_distance,5,6,False,True,7,0.1918136205538091,0.18791333388029136,0.9387749803844087,rank,holdout,False,False
0,random_forest,8,8,True,True,6,0.24,0.24,0.7966666666666667,rank,holdout,False,False
0,knn_distance,4,0,False,True,6,0.27619342247914475,0.14142855931876605,0.9387749803844087,rank,holdout,False,False
0,linear_svm,1,1,True,True,1,0.6339938281528569,0.6339938281528569,0.4966092351680143,rank,holdout,False,False
0,knn_distance,0,0,True,True,5,0.3924681706687213,0.3924681706687213,0.9387749803844087,rank,holdout,False,False
0,random_forest,9,7,False,False,6,0.25333333333333335,0.07,0.7966666666666667,rank,holdout,False,False
0,linear_svm,5,5,True,True,3,0.2896327904821124,0.2896327904821124,0.4966092351680143,rank,holdout,False,False
0,linear_svm,2,7,False,True,4,0.17414907153434175,0.16266043223042723,0.4966092351680143,rank,holdout,False,False
0,linear_svm,6,6,True,True,3,0.27754740302726655,0.27754740302726655,0.4966092351680143,rank,holdout,False,False
0,knn_distance,5,0,False,False,5,0.3308287565921694,0.0,0.9387749803844087,rank,holdout,False,False
0,linear_logreg,1,1,True,True,1,0.9701765431749324,0.9701765431749324,0.8209944589031248,rank,holdout,True,False
0,knn_distance,8,5,False,True,7,0.2082471198378679,0.19820562322348462,0.9387749803844087,rank,holdout,False,False
0,random_forest,4,4,True,True,5,0.2733333333333333,0.2733333333333333,0.7966666666666667,rank,holdout,False,False
0,rbf_svm,5,2,False,True,3,0.6365927205602353,0.08520384448643521,0.953044066475446,rank,holdout,False,False
0,random_forest,8,3,False,True,6,0.3233333333333333,0.1,0.7966666666666667,rank,holdout,False,False
0,linear_svm,5,3,False,False,1,0.5182312601411685,0.12908331670483078,0.4966092351680143,rank,holdout,False,False
0,small_mlp,6,1,False,False,1,0.9893253602039667,0.0005866373404010127,0.8592823542512131,rank,holdout,False,True
0,linear_logreg,9,9,True,True,3,0.444464385442681,0.444464385442681,0.8209944589031248,rank,holdout,True,False
0,knn_distance,5,8,False,True,5,0.35399107474782204,0.18377473769308475,0.9387749803844087,rank,holdout,False,False
0,linear_logreg,3,3,True,True,5,0.315358056132604,0.315358056132604,0.8209944589031248,rank,holdout,True,False
0,linear_logreg,8,4,False,True,4,0.35210523232875596,0.3135180620253259,0.8209944589031248,rank,holdout,True,False
0,knn_distance,6,9,False,True,4,0.3996860974799698,0.3163930583965822,0.9387749803844087,rank,holdout,False,False
0,rbf_svm,0,0,True,True,3,0.6437155780481719,0.6437155780481719,0.953044066475446,rank,holdout,False,False
0,small_mlp,5,5,True,True,4,0.3801400263794525,0.3801400263794525,0.8592823542512131,rank,holdout,False,True
0,random_forest,0,0,True,True,4,0.39666666666666667,0.39666666666666667,0.7966666666666667,rank,holdout,False,False
0,linear_logreg,0,0,True,True,1,0.979433827993083,0.979433827993083,0.8209944589031248,rank,holdout,True,False
0,knn_distance,0,0,True,True,4,0.5389389798297953,0.5389389798297953,0.9387749803844087,rank,holdout,False,False
0,linear_svm,2,2,True,True,3,0.19581731599336918,0.19581731599336918,0.4966092351680143,rank,holdout,False,False
0,random_forest,5,9,False,True,4,0.51,0.14666666666666667,0.7966666666666667,rank,holdout,False,False
0,linear_svm,4,4,True,True,4,0.18653342514088633,0.18653342514088633,0.4966092351680143,rank,holdout,False,False
0,random_forest,5,5,True,True,6,0.38,0.38,0.7966666666666667,rank,holdout,False,False
0,linear_logreg,4,4,True,True,3,0.6265833039897339,0.6265833039897339,0.8209944589031248,rank,holdout,True,False
0,knn_distance,0,0,True,True,3,0.7970393317580379,0.7970393317580379,0.9387749803844087,rank,holdout,False,False
0,linear_svm,4,0,False,True,2,0.3902516295151403,0.21638704597748573,0.4966092351680143,rank,holdout,False,False
0,rbf_svm,2,9,False,True,3,0.641095819096001,0.23415298632036066,0.953044066475446,rank,holdout,False,False
0,linear_logreg,8,8,True,True,2,0.760250617965926,0.760250617965926,0.8209944589031248,rank,holdout,True,False
0,linear_svm,7,7,True,True,3,0.3681700186235768,0.3681700186235768,0.4966092351680143,rank,holdout,False,False
0,linear_logreg,4,7,False,True,3,0.5941505843074674,0.1645655286511301,0.8209944589031248,rank,holdout,True,False
0,knn_distance,3,8,False,True,7,0.4133512726428379,0.07197209093404924,0.9387749803844087,rank,holdout,False,False
0,linear_svm,8,8,True,True,3,0.261749931754367,0.261749931754367,0.4966092351680143,rank,holdout,False,False
0,rbf_svm,6,6,True,True,3,0.6354477010606199,0.6354477010606199,0.953044066475446,rank,holdout,False,False
0,knn_distance,6,6,True,True,5,0.32738832173745314,0.32738832173745314,0.9387749803844087,rank,holdout,False,False
0,linear_logreg,9,7,False,True,4,0.3436431690574528,0.17504351896212944,0.8209944589031248,rank,holdout,True,False
0,rbf_svm,4,9,False,True,4,0.398619160180929,0.05361266995565584,0.953044066475446,rank,holdout,False,False
0,knn_distance,1,2,False,False,6,0.3525404972036497,0.0,0.9387749803844087,rank,holdout,False,False
0,linear_svm,7,7,True,True,3,0.3082417284268059,0.3082417284268059,0.4966092351680143,rank,holdout,False,False
0,knn_distance,0,2,False,True,6,0.40392064863110255,0.07008876357082532,0.9387749803844087,rank,holdout,False,False
0,random_forest,1,1,True,True,1,0.8400000000000001,0.8400000000000001,0.7966666666666667,rank,holdout,False,False
0,small_mlp,8,8,True,True,3,0.583860143894611,0.583860143894611,0.8592823542512131,rank,holdout,False,True
0,linear_logreg,2,6,False,True,4,0.3715850576246238,0.19599648300634917,0.8209944589031248,rank,holdout,True,False
0,rbf_svm,3,3,True,True,4,0.7080672953902236,0.7080672953902236,0.953044066475446,rank,holdout,False,False
0,small_mlp,7,7,True,True,3,0.5334155415123734,0.5334155415123734,0.8592823542512131,rank,holdout,False,True
0,rbf_svm,9,9,True,True,4,0.6723728446977362,0.6723728446977362,0.953044066475446,rank,holdout,False,False
0,linear_svm,4,4,True,True,3,0.24896104422588772,0.24896104422588772,0.4966092351680143,rank,holdout,False,False
0,linear_logreg,6,6,True,True,4,0.37042315192477127,0.37042315192477127,0.8209944589031248,rank,holdout,True,False
0,linear_logreg,6,9,False,True,4,0.3317225694984013,0.2744414983188463,0.8209944589031248,rank,holdout,True,False
0,linear_logreg,7,7,True,True,1,0.942878691800684,0.942878691800684,0.8209944589031248,rank,holdout,True,False
0,knn_distance,1,1,True,True,1,1.0,1.0,0.9387749803844087,rank,holdout,False,False
0,linear_svm,9,9,True,True,4,0.16253810296199553,0.16253810296199553,0.4966092351680143,rank,holdout,False,False
0,linear_svm,0,0,True,True,2,0.4393157250206646,0.4393157250206646,0.4966092351680143,rank,holdout,False,False
0,small_mlp,9,9,True,True,2,0.8150527840417263,0.8150527840417263,0.8592823542512131,rank,holdout,False,True
0,knn_distance,3,7,False,True,6,0.5979179712827156,0.06946594630822216,0.9387749803844087,rank,holdout,False,False
0,knn_distance,4,4,True,True,5,0.46478607226067886,0.46478607226067886,0.9387749803844087,rank,holdout,False,False
0,knn_distance,4,3,False,False,7,0.2783894611191901,0.0,0.9387749803844087,rank,holdout,False,False
0,random_forest,3,5,False,True,5,0.27666666666666667,0.18666666666666668,0.7966666666666667,rank,holdout,False,False
0,linear_logreg,4,4,True,True,2,0.7051706155779189,0.7051706155779189,0.8209944589031248,rank,holdout,True,False
0,linear_svm,2,2,True,True,3,0.2577648158148668,0.2577648158148668,0.4966092351680143,rank,holdout,False,False
0,rbf_svm,8,3,False,True,4,0.3150320855148074,0.31502356690868516,0.953044066475446,rank,holdout,False,False
0,rbf_svm,7,7,True,True,4,0.7367382238971415,0.7367382238971415,0.953044066475446,rank,holdout,False,False
0,small_mlp,7,7,True,True,1,0.8648566444204572,0.8648566444204572,0.8592823542512131,rank,holdout,False,True
0,linear_svm,9,9,True,True,4,0.1738057831803637,0.1738057831803637,0.4966092351680143,rank,holdout,False,False
0,rbf_svm,6,9,False,True,3,0.6379121052966148,0.23532353281181106,0.953044066475446,rank,holdout,False,False
0,knn_distance,2,9,False,False,6,0.41795018358302877,0.0,0.9387749803844087,rank,holdout,False,False
0,linear_svm,2,5,False,True,3,0.25335342128671673,0.15494619133428664,0.4966092351680143,rank,holdout,False,False
0,linear_logreg,1,1,True,True,1,0.984491692452564,0.984491692452564,0.8209944589031248,rank,holdout,True,False
0,random_forest,2,2,True,True,6,0.19333333333333333,0.19333333333333333,0.7966666666666667,rank,holdout,False,False
0,rbf_svm,1,1,True,True,3,0.635803639692721,0.635803639692721,0.953044066475446,rank,holdout,False,False
0,rbf_svm,7,7,True,True,3,0.640785831058523,0.640785831058523,0.953044066475446,rank,holdout,False,False
0,small_mlp,7,7,True,True,1,0.9720304187276501,0.9720304187276501,0.8592823542512131,rank,holdout,False,True
0,rbf_svm,2,3,False,True,4,0.36053592201311246,0.13210274013129802,0.953044066475446,rank,holdout,False,False
0,rbf_svm,3,3,True,True,3,0.6472750599777639,0.6472750599777639,0.953044066475446,rank,holdout,False,False
0,random_forest,3,6,False,False,6,0.21,0.06,0.7966666666666667,rank,holdout,False,False
0,linear_svm,6,0,False,False,2,0.2840239795431899,0.10619474251763754,0.4966092351680143,rank,holdout,False,False
0,rbf_svm,9,7,False,True,3,0.6349815953621551,0.08601972297443405,0.953044066475446,rank,holdout,False,False
0,linear_logreg,6,6,True,True,4,0.4748436820848577,0.4748436820848577,0.8209944589031248,rank,holdout,True,False
0,linear_logreg,4,4,True,True,3,0.5058722972405015,0.5058722972405015,0.8209944589031248,rank,holdout,True,False
0,random_forest,0,8,False,False,6,0.3233333333333333,0.05999999999999999,0.7966666666666667,rank,holdout,False,False
0,rbf_svm,2,3,False,True,3,0.6372487653935895,0.23288833941974574,0.953044066475446,rank,holdout,False,False
0,random_forest,3,3,True,True,4,0.42333333333333334,0.42333333333333334,0.7966666666666667,rank,holdout,False,False
0,linear_svm,1,1,True,True,2,0.4909758815058353,0.4909758815058353,0.4966092351680143,rank,holdout,False,False
0,small_mlp,9,9,True,True,3,0.5834240907617956,0.5834240907617956,0.8592823542512131,rank,holdout,False,True
0,small_mlp,4,0,False,True,2,0.6369701672422715,0.2812118516809557,0.8592823542512131,rank,holdout,False,True
0,linear_logreg,6,2,False,True,3,0.42890811717498034,0.32988651938179253,0.8209944589031248,rank,holdout,True,False
0,random_forest,5,5,True,True,4,0.38666666666666666,0.38666666666666666,0.7966666666666667,rank,holdout,False,False
0,linear_logreg,1,1,True,True,1,0.9812725595227633,0.9812725595227633,0.8209944589031248,rank,holdout,True,False
0,random_forest,0,6,False,True,5,0.28,0.13666666666666666,0.7966666666666667,rank,holdout,False,False
0,random_forest,8,0,False,True,4,0.4066666666666667,0.27,0.7966666666666667,rank,holdout,False,False
0,small_mlp,8,2,False,False,3,0.45424731762083326,0.01901593584445977,0.8592823542512131,rank,holdout,False,True
0,rbf_svm,2,3,False,False,3,0.6385466209941473,0.002806004180796042,0.953044066475446,rank,holdout,False,False
0,linear_logreg,7,7,True,True,1,0.9501367650910356,0.9501367650910356,0.8209944589031248,rank,holdout,True,False
0,linear_svm,8,8,True,True,4,0.18503259835622363,0.18503259835622363,0.4966092351680143,rank,holdout,False,False
0,linear_svm,3,5,False,False,4,0.199990485541305,0.08209998859389488,0.4966092351680143,rank,holdout,False,False
0,linear_logreg,1,1,True,True,1,0.9823489618408898,0.9823489618408898,0.8209944589031248,rank,holdout,True,False
0,small_mlp,1,1,True,True,1,0.9995712348339691,0.9995712348339691,0.8592823542512131,rank,holdout,False,True
0,linear_logreg,9,2,False,True,6,0.2935339105073527,0.15723445878223016,0.8209944589031248,rank,holdout,True,False
0,knn_distance,9,9,True,True,5,0.4047801072046538,0.4047801072046538,0.9387749803844087,rank,holdout,False,False
0,rbf_svm,6,6,True,True,3,0.6494978807363689,0.6494978807363689,0.953044066475446,rank,holdout,False,False
0,rbf_svm,3,3,True,True,4,0.6640523038193573,0.6640523038193573,0.953044066475446,rank,holdout,False,False
0,linear_logreg,8,0,False,True,3,0.4431445667399338,0.36366462124075155,0.8209944589031248,rank,holdout,True,False
0,linear_svm,1,1,True,True,3,0.3054421489731654,0.3054421489731654,0.4966092351680143,rank,holdout,False,False
0,linear_logreg,2,7,False,True,3,0.6153566539794526,0.09585303114805861,0.8209944589031248,rank,holdout,True,False
0,random_forest,3,0,False,True,4,0.3433333333333333,0.14333333333333334,0.7966666666666667,rank,holdout,False,False
0,knn_distance,7,1,False,True,5,0.29722397108532717,0.2949044315553505,0.9387749803844087,rank,holdout,False,False
0,rbf_svm,5,7,False,True,3,0.6391022371039621,0.23122432639655133,0.953044066475446,rank,holdout,False,False
0,rbf_svm,6,6,True,True,3,0.6382767098563641,0.6382767098563641,0.953044066475446,rank,holdout,False,False
0,linear_logreg,0,0,True,True,1,0.9974528201577826,0.9974528201577826,0.8209944589031248,rank,holdout,True,False
0,small_mlp,0,0,True,True,5,0.30150853527304355,0.30150853527304355,0.8592823542512131,rank,holdout,False,True
0,rbf_svm,1,9,False,False,3,0.6363022192916837,0.0003219685266600103,0.953044066475446,rank,holdout,False,False
0,linear_svm,7,7,True,True,3,0.3503311204065606,0.3503311204065606,0.4966092351680143,rank,holdout,False,False
0,small_mlp,4,4,True,True,2,0.7195574349101619,0.7195574349101619,0.8592823542512131,rank,holdout,False,True
0,linear_logreg,3,3,True,True,3,0.3991764611111937,0.3991764611111937,0.8209944589031248,rank,holdout,True,False
0,random_forest,7,4,False,True,5,0.3333333333333333,0.14333333333333334,0.7966666666666667,rank,holdout,False,False
0,rbf_svm,0,0,True,True,3,0.6872414432186152,0.6872414432186152,0.953044066475446,rank,holdout,False,False
0,rbf_svm,3,3,True,True,3,0.6356054114270229,0.6356054114270229,0.953044066475446,rank,holdout,False,False
0,linear_svm,2,5,False,True,3,0.19850136370568106,0.17655344018848318,0.4966092351680143,rank,holdout,False,False
0,small_mlp,9,9,True,True,5,0.458001202842616,0.458001202842616,0.8592823542512131,rank,holdout,False,True
0,linear_svm,1,1,True,True,1,0.5965216788462775,0.5965216788462775,0.4966092351680143,rank,holdout,False,False
0,linear_logreg,0,0,True,True,1,0.885465517571769,0.885465517571769,0.8209944589031248,rank,holdout,True,False
0,knn_distance,9,6,False,True,7,0.2735847157630018,0.20561483189854704,0.9387749803844087,rank,holdout,False,False
0,small_mlp,2,2,True,True,4,0.4224330089963853,0.4224330089963853,0.8592823542512131,rank,holdout,False,True
0,linear_svm,8,6,False,False,4,0.14862355412272166,0.08514839322831762,0.4966092351680143,rank,holdout,False,False
0,random_forest,5,0,False,False,2,0.7533333333333332,0.006666666666666666,0.7966666666666667,rank,holdout,False,False
0,knn_distance,7,7,True,True,6,0.3476816579584586,0.3476816579584586,0.9387749803844087,rank,holdout,False,False
0,linear_logreg,4,4,True,True,1,0.9276703484372473,0.9276703484372473,0.8209944589031248,rank,holdout,True,False
0,rbf_svm,4,4,True,True,3,0.6422966827787875,0.6422966827787875,0.953044066475446,rank,holdout,False,False
0,linear_logreg,2,4,False,False,3,0.6688915031777987,0.03751207092444321,0.8209944589031248,rank,holdout,True,False
0,linear_svm,3,3,True,True,3,0.19847049016777155,0.19847049016777155,0.4966092351680143,rank,holdout,False,False
0,rbf_svm,2,2,True,True,5,0.8260814287672691,0.8260814287672691,0.953044066475446,rank,holdout,False,False
0,linear_svm,3,3,True,True,3,0.1976010843919357,0.1976010843919357,0.4966092351680143,rank,holdout,False,False
0,small_mlp,3,3,True,True,2,0.8101193437092274,0.8101193437092274,0.8592823542512131,rank,holdout,False,True
0,knn_distance,4,7,False,True,5,0.3734110869793762,0.324220865632732,0.9387749803844087,rank,holdout,False,False
0,random_forest,0,0,True,True,4,0.51,0.51,0.7966666666666667,rank,holdout,False,False
0,linear_svm,9,9,True,True,4,0.19056309529067156,0.19056309529067156,0.4966092351680143,rank,holdout,False,False
0,small_mlp,7,5,False,False,1,0.8604366458215214,0.04887608967432441,0.8592823542512131,rank,holdout,False,True
0,linear_logreg,1,1,True,True,1,0.9810542797041625,0.9810542797041625,0.8209944589031248,rank,holdout,True,False
0,linear_svm,7,4,False,True,3,0.2007253178213126,0.19185787803837367,0.4966092351680143,rank,holdout,False,False
0,small_mlp,5,7,False,True,4,0.5340125893217817,0.15298742790861647,0.8592823542512131,rank,holdout,False,True
0,linear_svm,8,8,True,True,3,0.24869157218623988,0.24869157218623988,0.4966092351680143,rank,holdout,False,False
0,random_forest,3,3,True,True,5,0.27666666666666667,0.27666666666666667,0.7966666666666667,rank,holdout,False,False
0,linear_svm,3,0,False,False,4,0.1709774357116567,0.12346414413877323,0.4966092351680143,rank,holdout,False,False
