epoch,pc1,pc2,y
0,-0.10846096,0.5215707,3
0,0.03641343,0.14372063,1
0,1.031497,0.056830883,1
0,-0.10763702,0.28682947,8
0,1.3616467,0.07925415,9
0,1.7317142,-0.13784838,2
0,1.9205694,-0.2249384,7
0,1.1959829,0.15935993,0
0,1.1820107,0.15834665,5
0,0.39951408,0.30838728,4
0,1.4592624,-0.037086487,0
0,0.25315094,0.079387665,4
0,0.13399738,0.15480089,8
0,0.39709425,0.18421316,4
0,0.5205528,0.14751577,9
0,1.934706,-0.23489189,1
0,1.1571257,-0.07538748,7
0,1.7031736,-0.17242336,1
0,-1.4163233,0.08644724,5
0,1.8306386,-0.27895546,7
0,-2.5138907,-0.14142847,3
0,1.3037839,-0.0070753098,9
0,2.419839,-0.38137484,9
0,-1.5116653,0.3243537,3
0,-3.1333182,-0.4712019,8
0,-0.2769235,0.040699005,3
0,-0.22239926,0.33158064,4
0,-0.08926311,0.16730165,3
0,-0.040363967,0.1470089,9
0,1.0975661,0.001168251,9
0,1.5602472,-0.16737366,1
0,-4.653508,-1.2033854,0
0,0.87733203,0.2300458,4
0,0.047075033,0.23578024,6
0,-3.9779115,-1.0300417,6
0,1.3122921,-0.0323596,1
0,-0.67322147,0.4853959,5
0,-0.26284826,0.4518056,3
0,-1.1967418,0.21668196,2
0,-1.538955,0.17690706,3
0,1.3213305,-0.08660126,3
0,-2.1027362,-0.055856228,0
0,-2.8904533,-0.17574358,2
0,-2.1311016,-0.35148954,8
0,0.45498985,0.06535053,3
0,-5.079392,-1.9027116,8
0,-2.7383006,-0.13166714,8
0,2.3121457,-0.4514513,9
0,0.6580363,0.32264853,9
0,2.0656607,-0.34452343,1
0,-0.016333014,0.10276079,5
0,-3.1428444,-0.5352268,9
0,-0.13327178,0.027737617,2
0,-1.0959828,-0.06456089,8
0,2.6024182,-0.5977664,1
0,1.1799805,-0.12651491,8
0,1.140549,0.03873396,7
0,0.86952096,0.109942436,1
0,1.492845,-0.08786297,2
0,-0.8128675,0.11173153,4
0,-1.4954829,0.110311985,0
0,-1.0816042,0.012415886,0
0,1.1066096,0.0106134415,7
0,-1.7612903,-0.0455904,5
0,-3.2640643,-0.86587477,0
0,1.2010658,0.15177107,5
0,-0.76868045,0.39856577,9
0,0.59890634,0.17721796,8
0,-0.4131009,0.08398008,4
0,-0.60679734,0.4151163,2
0,3.0249476,-0.9152632,1
0,-2.2749262,-0.1239233,0
0,2.5918357,-0.5898237,1
0,-1.6435535,0.17162132,2
0,1.3681843,-0.08211565,5
0,1.4581938,-0.036492825,9
0,1.9541948,-0.15028381,1
0,1.709332,-0.19732332,5
0,-1.6569815,-0.066895485,8
0,0.2695536,0.14083672,0
0,1.1792996,0.18916893,5
0,0.82965666,0.1329031,9
0,-0.45696834,-0.073057175,0
0,0.14095539,0.41545105,5
0,2.302368,-0.5666814,5
0,-1.0773934,0.26639938,4
0,-0.03850469,0.19756174,0
0,0.6164971,0.14484167,2
0,-0.7658656,0.2385745,3
0,-0.86262524,0.19536114,0
0,-0.27067313,0.15146923,3
0,-1.7230785,0.13602829,7
0,-0.58637583,0.14012814,8
0,2.3286617,-0.41525698,4
0,2.8701491,-0.801188,1
0,1.7104354,-0.17057562,4
0,0.27723086,0.21089411,6
0,0.69301146,0.22900915,7
0,1.5624669,-0.0063676834,9
0,1.0265393,0.063129425,2
0,0.95124406,-0.025373459,5
0,2.627949,-0.6120906,4
0,-0.49773812,0.3446083,2
0,-1.8622284,-0.048211098,0
0,1.7294679,-0.16619873,1
0,-0.99449646,0.39183187,3
0,-0.54016405,0.40546513,5
0,-0.4960142,0.34303284,4
0,-1.6300976,0.11559868,2
0,-0.6192204,0.1428914,6
0,0.31317014,0.2364626,8
0,0.18436289,0.38827753,6
0,0.26422077,0.20763445,2
0,1.3572578,-0.47350502,3
0,-2.987024,-0.5223608,0
0,1.0113981,0.2527585,7
0,0.7374509,-0.03547764,8
0,2.2103057,-0.431849,1
0,0.4384148,0.31240034,9
0,-0.79634625,-0.02733469,5
0,-0.49376824,0.33346176,7
0,0.7638597,0.04044676,5
0,-1.5072622,0.24643517,8
0,-2.3233502,0.10104036,2
0,0.11220664,0.1912241,9
0,2.1908672,-0.42649126,1
0,1.3034275,0.1064949,6
0,0.37582654,0.26000595,9
0,2.9109643,-0.85272694,1
0,2.8598485,-0.7573757,1
0,2.4843206,-0.66320896,1
0,2.2255142,-0.3098483,1
0,0.012210697,0.17765617,9
0,1.215899,0.004981518,9
0,0.059843957,0.36285925,5
0,0.84488636,0.21114969,5
0,-0.009725392,0.2518716,9
0,-1.3340904,0.27573156,3
0,0.39882368,0.17119789,7
0,0.5969725,0.09938049,8
0,0.5375176,0.43544006,5
0,-0.87141323,0.35843897,8
0,-0.2435999,0.34700632,9
0,1.004468,0.098026276,3
0,2.787465,-0.7430625,1
0,-0.69534814,0.15957594,0
0,-0.5960987,0.5247321,3
0,2.7979739,-0.75491047,1
0,0.4729948,0.032917976,6
0,1.7737541,-0.13880396,1
0,-1.7662401,-0.11926031,0
0,0.22894168,0.2645216,3
0,0.29643345,0.22071886,6
0,-2.2134874,0.052469254,2
0,-0.042597443,0.19985723,7
0,0.69135576,0.3767805,9
0,0.6813249,0.103740215,6
0,-0.5800341,-0.041784763,3
0,1.4160388,-0.10449743,9
0,2.2952223,-0.25451136,7
0,2.1710873,-0.44567966,7
0,0.6019153,0.25204372,5
0,1.7631197,-0.117157936,1
0,1.989366,-0.20734262,7
0,0.4019012,-0.16018963,8
0,1.3138385,-0.24602842,5
0,-2.1075618,-0.0003490448,2
0,1.1337311,0.07360697,5
0,2.1678963,-0.27589893,1
0,-1.4191487,0.17020655,7
0,-0.21487954,0.34809303,9
0,-4.0345526,-0.99827313,8
0,1.7094152,-0.14913273,1
0,0.8170733,0.22983456,9
0,2.1241786,-0.38999796,1
0,1.1023781,0.08916569,1
0,2.4796884,-0.58531475,1
0,0.5891841,0.23035812,9
0,-0.1990371,0.25464487,4
0,1.0411832,0.13850498,9
0,1.9590018,-0.18817568,3
0,-2.26823,-0.29367065,0
0,1.1704645,0.06507015,7
0,1.3777113,-0.14233923,9
0,-2.8998563,-0.47051048,2
0,0.5871522,0.31856155,9
0,0.5965441,0.24997282,6
0,-1.6173446,0.05633831,8
0,1.35712,-0.08426094,5
0,0.5674719,0.21119356,6
0,-0.20162281,0.20162868,0
0,-0.5744034,0.08814621,0
0,-0.20862895,0.27622604,6
0,1.8059523,-0.18913174,1
0,-1.812942,-0.013900757,2
0,2.234383,-0.32897234,1
0,-0.9381441,0.097706795,0
0,2.074519,-0.26851654,1
0,0.939241,0.12004995,2
0,2.0548887,-0.29338455,1
0,0.58717746,0.20541239,9
0,-2.857316,-0.31515455,9
0,3.0484438,-1.1199346,1
0,2.2801292,-0.3836379,1
0,2.9532504,-0.87827635,1
0,-0.17044312,0.48230553,9
0,2.8604405,-0.8527632,1
0,-1.5766096,-0.11550379,6
0,0.56859356,0.3145013,9
0,1.3038297,-0.08590412,4
0,1.0349052,-0.022430897,6
0,-0.35138202,0.32758045,9
0,1.4403245,-0.05098152,7
0,-2.5276682,-0.36014652,0
0,-1.8723378,0.15354109,3
0,-4.8773313,-1.4718666,0
0,-0.5958177,0.26611185,5
0,0.22711027,0.2170639,1
0,-2.4969385,-0.0898509,9
0,1.2355411,0.16994715,6
0,0.38873625,0.31414223,6
0,2.1333852,-0.35407162,1
0,1.9889822,-0.2902794,1
0,-1.8507292,0.020977497,2
0,-0.43671125,0.40215683,2
0,0.20160425,0.31030464,3
0,-1.3570037,-0.085911274,5
0,-1.375057,0.2939725,2
0,0.7541912,-0.07801914,4
0,0.4617238,0.18245888,6
0,-2.1422427,0.03952408,0
0,0.12804532,0.27856016,9
0,-0.83715737,0.2008009,9
0,0.9302711,0.17020226,5
0,-1.771704,0.2455697,8
0,1.3848488,-0.16180515,2
0,-0.11330348,0.20936918,4
0,1.3000624,-0.087017536,4
0,0.45573217,0.22980833,0
0,-0.835354,0.17141533,2
0,0.7195558,-0.058039665,2
0,0.66313905,0.21433592,2
0,1.3404789,-0.2087946,6
0,-0.77951586,0.18006992,0
0,1.1411023,-0.0030965805,4
0,1.314228,-0.04290104,1
0,-1.8724167,-0.03015995,0
0,-0.2873802,0.08773708,5
0,-0.042387605,0.19479704,7
0,-1.5736718,-0.006822109,5
0,1.6571796,-0.09791899,9
0,-0.6431865,0.37734127,8
0,-0.4860675,0.23010635,8
0,-0.863279,0.063299656,6
0,0.14838248,0.1337061,8
0,1.0609941,-0.015201092,5
0,-0.473226,0.4907546,5
0,0.39634925,0.21336412,3
0,0.5600237,0.2638898,9
0,0.41198134,0.20459604,9
0,-3.0408466,-0.54871273,0
0,0.8749178,0.2258234,4
0,-1.4794247,-0.007537365,5
0,-0.97127175,0.24904823,0
0,-0.5369426,0.249681,9
0,1.106389,-0.10146952,4
0,1.9017141,-0.20825958,2
0,0.69802564,0.15989542,5
0,-0.49151927,0.24109793,5
0,-1.3493727,0.29524136,2
0,0.17149884,-0.011119366,4
0,-0.16518697,0.33616734,3
0,-1.2184577,0.3062992,2
0,-0.07048404,0.28343868,9
0,-1.4530463,0.25660515,6
0,-1.8720307,0.14856243,3
0,1.0980504,0.12113762,9
0,-0.17775637,0.2510767,5
0,-2.442698,-0.21140003,8
0,0.12132496,0.5296836,3
0,1.5442188,-0.09837961,6
0,0.07743728,0.17803288,7
0,1.1396549,0.04199314,7
0,1.97948,-0.28686666,4
0,2.8581147,-0.7962861,1
0,1.5422852,-0.17368746,2
0,-0.6996689,0.31875944,2
0,1.5636144,-0.16212368,6
0,0.32221556,0.043740273,8
0,-2.7824888,-0.16581917,2
0,1.6000435,-0.05234003,8
0,0.62292403,0.10563898,7
0,-1.2346363,0.13517666,6
0,-0.50478405,0.22402906,4
0,-0.8714225,0.1329627,4
0,0.84989613,0.12765121,0
0,1.3550828,-0.08056593,4
0,0.24852234,0.21594763,4
0,-1.6686726,0.22853804,9
0,-0.95530844,0.21993637,7
0,0.7193181,0.32573175,5
0,0.07168347,0.27641535,2
0,0.5329725,0.42107344,3
0,-0.49872902,0.13529778,2
0,-3.7872627,-0.69880486,0
0,-3.196239,-0.39956045,2
0,0.6101685,0.26427794,9
0,-1.8417733,0.15881062,9
0,0.96146756,0.102971554,9
0,0.49767512,0.10487604,6
0,-0.9108848,0.032967567,0
0,-1.0343499,0.17186117,0
0,-2.200849,0.051713943,5
0,-1.5742948,0.3565879,5
0,1.975146,-0.6280446,4
0,-1.616435,0.042578697,0
0,-2.6833277,-0.23041248,2
0,1.1230149,0.105184555,4
0,2.8498552,-0.762969,1
0,-0.18018275,0.23429966,4
0,-0.21114826,0.4012456,9
0,2.239638,-0.3740139,1
0,0.49336022,0.32924986,4
0,-1.0693775,0.076052666,5
0,0.93441635,-0.03805828,2
0,-1.0833443,0.13628769,4
0,0.67749435,-0.04631853,7
0,0.8242344,0.10998392,8
0,-0.13989186,0.36789465,5
0,1.1922078,-0.023955345,7
0,-0.12699237,0.4059844,8
0,1.98195,-0.10310745,5
0,0.5351351,0.096952915,3
0,-0.823784,0.055027485,5
0,1.0051012,-0.10443735,0
0,0.6900832,0.15846872,1
0,0.23386502,0.14087343,3
0,-1.1126,-0.05728054,8
0,-0.9305498,0.25507927,3
0,0.06646991,0.35936642,2
0,-1.4810073,0.07297611,3
0,-2.7747886,-0.3551917,5
0,-2.787639,-0.18953037,5
0,1.3778243,-0.0789628,1
0,-1.5230072,0.38577223,2
0,1.0251036,0.14755583,5
0,1.4526515,-0.19379473,5
0,1.5760388,-0.1070385,3
0,-1.5018327,-0.009863853,2
0,0.32675654,0.34348536,3
0,1.5762839,-0.32858467,2
0,-0.07558334,0.48605728,9
0,2.622267,-0.6891284,1
0,1.2871287,0.19928122,9
0,0.19758695,0.30648088,2
0,0.96715444,0.19716358,9
0,-0.4470086,0.16483164,8
0,-1.1326342,0.35588217,3
0,0.77280647,0.19662523,8
0,2.628587,-0.7519989,1
0,-0.65006495,0.22932577,3
0,0.70808953,0.32881832,3
0,0.5995458,0.1784234,9
0,1.843081,-0.24393415,7
0,1.0098085,-0.011321545,4
0,-3.2219138,-0.57368946,3
0,0.19324714,0.51537657,3
0,-3.5194397,-0.745584,0
0,1.3405809,-0.20036602,5
0,-1.7810872,0.18464613,5
0,-2.071529,-0.030005455,3
0,0.18702334,0.3833046,9
0,2.2197547,-0.35334396,1
0,0.8478882,0.059223652,1
0,2.2846138,-0.43877935,1
0,0.45730996,0.18680811,7
0,2.4441583,-0.51462793,1
0,-0.56151515,0.4147401,4
0,1.8794026,-0.30310202,1
0,0.9912067,0.14491606,9
0,-1.2824719,0.16428995,2
0,-2.0287144,-0.07682133,8
0,-2.527046,-0.14420557,0
0,-2.4205031,0.09777498,5
0,-0.15685424,0.09460592,2
0,-3.07775,-0.3706684,2
0,-0.5448543,-0.030978203,2
0,1.8045211,-0.2731676,1
0,2.2408137,-0.4976492,1
0,1.1028216,0.20710754,9
0,0.5902446,0.20814943,8
0,-0.06325325,0.25867605,4
0,-1.538573,-0.020986557,0
0,2.0209131,-0.28716898,1
0,-1.2629849,0.3764987,0
0,-0.063985676,0.3290267,7
0,0.5670946,0.33012152,5
0,0.21432209,0.47232056,5
0,2.9290285,-0.88424826,1
0,1.2662854,0.000104904175,1
0,-1.3825197,0.14590597,2
0,0.7731487,0.1571374,9
0,-1.5412695,0.28000355,8
0,-1.5947423,0.27380323,3
0,1.6312244,-0.15258455,1
0,0.82491034,0.15226126,6
0,1.1309724,0.103805065,9
0,0.4669838,0.01955986,2
0,-0.91170883,0.078308105,0
0,2.3563154,-0.47472477,7
0,-0.14604953,0.144351,3
0,-1.0554595,0.03330326,3
0,0.13545918,0.10024166,3
0,-0.25202346,0.32235384,3
0,-4.219749,-1.1501458,0
0,-0.013798833,0.35547495,2
0,-0.5319748,0.29011393,0
0,-0.6811003,0.18930817,3
0,2.1732473,-0.45535183,6
0,-0.62017167,0.27080488,0
0,1.3215814,-0.34387922,5
0,0.092104614,0.43142843,4
0,1.2163703,-0.040565968,7
0,1.3762865,-0.036512375,1
0,0.09773135,0.18385887,8
0,-1.3847599,0.2346816,5
0,0.78622574,0.33142662,9
0,-1.0707138,0.32599783,3
0,1.0246313,0.0423913,4
0,-5.2879915,-2.2749622,0
0,-3.1542046,-0.45954466,0
0,-0.97988504,0.1662488,4
0,1.1358466,0.20924282,9
0,1.5316694,-0.015460968,7
0,-1.8659861,-0.062173843,0
0,-3.8565764,-0.8794589,2
0,-2.5614433,-0.1461258,3
0,-1.312422,0.17571926,2
0,-0.8370192,0.119357586,6
0,2.1187549,-0.5056405,5
0,2.5191185,-0.57308054,1
0,-0.9047843,-0.09385061,8
0,2.3146875,-0.3811984,1
0,0.07331091,0.43429327,9
0,2.9114738,-0.9807973,1
0,0.28317058,0.21033812,9
0,2.0384767,-0.26487684,4
0,0.12297225,0.36419916,3
0,0.5053575,0.041581154,8
0,1.1203833,-0.31492758,7
0,-0.3480106,0.3033986,8
0,-2.713543,-0.19652557,2
0,-0.9736192,0.19337177,8
0,0.44848424,0.036446095,4
0,-4.708672,-1.4224298,0
0,-1.6221583,-0.036402702,2
0,1.8337848,-0.1117115,7
0,-1.5169406,0.43727875,8
0,2.0214064,-0.34136295,4
0,0.9822032,0.112511635,5
0,-3.7776587,-0.93954945,0
0,1.6647413,-0.10758686,1
0,1.5507829,-0.09348202,7
0,0.60732514,0.23604727,8
0,1.2981791,0.01794386,4
0,-0.9654807,0.037193775,8
0,0.29860747,0.3240242,5
0,0.4397353,0.24569178,9
0,1.0091298,0.0587759,7
0,-0.22149763,0.14842272,9
0,1.9502568,-0.32821894,3
0,1.5404165,-0.048689365,3
0,-2.7335517,-0.5935807,0
0,1.4874251,-0.0056729317,7
0,1.6322474,0.07247114,4
0,-1.8930249,-0.008574963,8
0,0.06915921,0.22762871,2
0,0.695236,0.40630293,0
0,2.2677724,-0.4724884,1
0,0.19809818,0.080467224,1
0,0.36523956,-0.013433456,7
0,1.6290014,-0.13469791,1
0,0.032971203,0.31969023,9
0,-2.4097927,0.10601425,5
0,-0.9584153,0.32517338,8
0,-2.8895082,-0.33679295,0
0,-2.516709,-0.084704876,2
0,1.2775614,-0.0077118874,1
0,-2.9600027,-0.4649353,4
0,-0.16960835,0.20533991,3
0,0.6748113,0.33205652,9
0,1.6589375,-0.09399986,1
0,-0.62747175,0.4633727,7
0,0.71806985,0.21805,9
0,2.9279623,-0.88974524,1
0,-3.244608,-0.36606836,0
0,0.15530175,0.27549648,8
0,-3.8732653,-0.87944365,0
0,0.08994424,0.28458548,2
0,1.3576541,0.055881023,6
0,0.2938441,0.20643234,7
0,-0.92880106,0.25009918,6
0,1.1962764,-0.062471867,5
0,0.22794056,0.22866154,8
0,-0.6437519,0.3206234,8
0,-0.5356314,0.43369436,3
0,0.021645725,0.2427082,9
0,-0.3010895,0.33328772,8
0,0.77550405,0.0099487305,5
0,0.8927323,0.13309717,6
0,-1.1411366,0.2496314,6
0,-2.870898,-0.3987651,8
0,0.7327096,0.061653614,4
0,-0.272125,0.23485756,8
0,1.0595226,0.14954996,4
0,1.2899687,0.01311779,9
0,1.8863323,-0.2809658,1
0,1.9729252,-0.2659111,1
0,2.520702,-0.6210823,1
0,0.7536065,0.22390747,8
0,0.26696372,0.34276485,6
0,1.0447266,0.1044755,9
0,1.7036953,-0.13839293,1
0,2.497756,-0.573082,1
0,-1.3127784,0.059910297,8
0,2.9159656,-0.8472872,1
0,2.5402358,-0.47315025,1
0,-1.6343334,0.02213955,2
0,-0.041248113,0.2817793,4
0,-1.8618634,0.2568097,5
0,-6.178568,-3.0620084,0
0,1.1478918,-0.036994457,4
0,-0.66425455,0.3669982,8
0,0.9154989,-0.07727718,4
0,3.064185,-0.9976883,1
0,-0.34913886,0.21295738,7
0,-0.7886561,0.21508694,9
0,-0.3847569,0.38823843,3
0,-0.43559673,0.13639641,9
0,-0.1299769,-0.011736393,5
0,0.91865736,0.26483965,4
0,0.12199354,0.27334356,3
0,2.0670774,-0.53894234,4
0,-2.5607715,-0.23608351,3
0,-2.827367,-0.0031557083,0
0,1.7382185,-0.22765303,7
0,0.44104248,0.112388134,6
0,-0.9492285,0.341156,2
0,0.21880895,0.38333368,9
0,2.5278227,-0.67873526,1
0,0.6675089,-0.008787632,0
0,1.0954349,-0.0093922615,7
0,0.73265773,0.09913254,3
0,-0.71036166,0.31438637,2
0,0.043064296,0.15885258,7
0,0.30185848,0.16548586,6
0,-0.71898025,0.19783306,8
0,-0.6780712,0.20717716,4
0,-0.057842135,0.43181753,2
0,1.7899497,-0.3516698,4
0,0.16809839,0.32471418,8
0,-0.80034065,0.29218626,7
0,-2.7941167,-0.13790369,8
0,0.043649316,0.22881413,8
0,-0.050263047,0.28441906,6
0,0.7847119,0.26405525,7
0,-0.47803622,0.1821742,2
0,-0.15348858,0.18945551,4
0,0.50179076,0.22424364,7
0,0.7187124,0.13644981,4
0,-0.42017686,0.13899851,0
0,-1.0882399,0.38286114,3
0,0.33975202,0.13007021,3
0,-0.45692956,0.26327705,0
0,0.9779199,0.108160496,7
0,1.234138,0.1864438,3
0,1.4423921,-0.0020861626,7
0,2.5095541,-0.53264284,1
0,0.4722345,0.13619661,7
0,1.0895228,0.17368984,4
0,1.0871286,0.09712696,4
0,2.8124573,-0.7329593,1
0,-0.7732483,0.26581287,6
0,-0.41180542,0.27382517,2
0,0.45783323,0.20712423,7
0,2.0461876,-0.4350829,7
0,-3.5494165,-0.6352191,6
0,0.8244087,-0.24387693,4
0,1.0078859,-0.08680487,5
0,-0.0148148835,0.16572332,9
0,-1.1199005,0.2508278,8
0,-0.20851547,0.38712358,7
0,1.7172091,-0.20978451,5
0,-0.5640216,0.23234224,8
0,-3.8616612,-0.75285625,8
0,1.5797079,0.04794979,4
0,1.841301,-0.29707003,3
0,3.2042124,-1.1414986,1
0,-1.0213166,0.39227247,9
0,1.014993,0.060567856,3
0,-0.18182686,0.43605614,2
0,1.1420066,-0.036628246,3
0,-0.74925846,0.25262117,3
0,1.8169303,-0.2917633,7
0,0.6581945,0.13762617,5
0,2.4349875,-0.4226656,1
0,-5.4053335,-2.103579,0
0,2.0292685,-0.33005428,6
0,-1.9158516,-0.027950764,0
0,-0.38836816,0.36266947,6
0,0.21573031,0.05055952,5
0,-1.1831129,0.29599905,6
0,-2.2701874,-0.1656475,6
0,2.0283358,-0.30124712,1
0,-1.5762346,0.051775455,0
0,0.3055073,0.33220673,9
0,2.0928657,-0.41646767,0
0,-2.309072,-0.066325665,8
0,0.659939,0.026874065,9
0,-0.015124947,0.18268538,9
0,1.2303517,0.10947895,5
0,-3.0902607,-0.08510685,2
0,0.57520217,0.22669029,9
0,-0.46034372,0.010347366,2
0,-0.18152446,0.47479248,9
0,1.7319682,-0.124409676,4
0,2.5156167,-0.71796656,5
0,-1.4115559,0.22541761,3
0,0.48783326,-0.12192583,4
0,0.30761015,0.09324741,3
0,1.7078652,-0.18822002,2
0,0.3157395,0.14151955,6
0,-0.361279,0.34166384,0
0,1.9109697,-0.26044607,1
0,-0.26917902,0.27215052,0
0,0.2348634,0.4055009,5
0,-1.3779044,-0.09198809,5
0,0.28461897,0.20027733,3
0,1.3085337,-0.05676174,1
0,-0.041261017,0.51871777,3
0,-2.5659926,0.059154034,3
0,0.9365265,0.12387943,4
0,-0.28248474,0.14241123,8
0,0.9548107,0.11580324,2
0,-1.5730882,0.2110157,5
0,-2.05336,-0.122243404,6
0,0.8809263,0.043814182,4
0,-1.0884464,0.10921955,3
0,1.771301,-0.19310331,1
0,-1.0120841,0.23831224,8
0,0.6655845,0.21480417,9
0,-2.2414854,-0.17194271,2
0,-0.03261134,0.16487598,4
0,-0.19902343,0.3027649,5
0,-0.37675586,0.32356882,3
0,-4.672166,-1.5305469,8
0,-2.0328357,-0.15616512,6
0,-0.2243186,0.12766361,0
0,-0.22501129,0.25249815,8
0,2.5612857,-0.64029694,1
0,-0.6407797,-0.14594555,5
0,-5.015588,-1.4831901,5
0,0.96687454,0.1190567,7
0,-0.36019656,0.21891546,7
0,0.37466007,0.30626154,0
0,0.28396213,0.17397785,6
0,0.3214085,-0.042651176,6
0,0.7322133,0.17372417,6
0,-0.5014143,0.19705105,6
0,2.5171497,-0.5818324,1
0,-0.51087457,0.3823862,5
0,0.7602194,0.022497177,8
0,1.2884305,0.06901693,0
0,0.40148723,0.24304533,5
0,-3.4280639,-0.41624165,3
0,-1.6563258,0.23586082,0
0,-5.0046396,-1.9605043,0
0,1.4587166,-0.094763756,7
0,0.79403025,0.08960199,7
0,-2.02457,-0.024437428,3
0,-0.76663435,0.061602116,0
0,-0.01646331,0.19477749,6
0,-2.1137683,0.14054394,0
0,-1.4051468,0.04733181,0
0,-1.545702,0.06649399,5
0,-2.37197,-0.24941587,4
0,2.5012932,-0.63147163,9
0,-0.9148855,0.3240943,6
0,1.2755728,-0.07155514,2
0,2.7602623,-0.68229437,7
0,2.1427314,-0.4685893,3
0,2.8234644,-0.8996477,1
0,-0.8979568,0.28338146,6
0,0.7018729,0.2731595,6
0,-0.85084057,0.27056694,8
0,-2.9469202,-0.32927322,8
0,0.69632906,0.16316271,4
0,0.13971895,-0.06531906,2
0,2.0252736,-0.2702608,1
0,-0.16232905,0.303617,8
0,-0.8095279,0.2046504,4
0,-2.0963066,-0.113735676,8
0,-1.161802,0.42862844,3
0,-0.08094028,0.32002354,0
0,-2.3180482,-0.31335735,2
0,-1.0042701,0.31239462,2
0,0.8534886,-0.031265736,3
0,0.719469,0.2822566,9
0,0.0047847927,0.098079205,2
0,1.5701134,-0.11658144,0
0,2.8621266,-0.9011531,1
0,-1.1523885,0.42916584,3
0,-3.5214736,-0.4454131,3
0,-0.0045819283,0.33013868,9
0,0.57731503,0.17693233,4
0,1.1113014,0.033508778,5
0,1.1122775,0.15739441,1
0,-0.80681807,0.47062445,3
0,-0.66552484,0.06411648,2
0,-2.6012504,-0.28169775,8
0,1.0772567,-0.037000656,4
0,0.7577291,0.21673965,2
0,-2.3723586,-0.29815197,4
0,-2.178381,-0.19333887,0
0,-1.2068572,0.07891369,0
0,-1.5447266,-0.059054375,2
0,-0.13478774,0.08360195,3
0,-1.6756413,0.027668476,8
0,0.35073698,0.4242115,2
0,-0.44951114,0.12111759,7
0,0.22785127,0.10945749,2
0,-2.5806408,-0.21412039,2
0,0.93252975,-0.13983965,8
0,-0.56175727,0.3603468,5
0,0.80962497,0.14304495,1
0,0.17505902,0.2473402,6
0,2.0172107,-0.2677889,7
0,1.2850437,-0.14257765,7
0,1.7630413,-0.19051313,1
0,-2.2471778,-0.13082504,8
